Year,SEX,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2002,M,North Gaza,N,2002,SL_TLF_UEM,NUMBER,38.6
2003,M,North Gaza,N,2003,SL_TLF_UEM,NUMBER,27.7
2004,M,North Gaza,N,2004,SL_TLF_UEM,NUMBER,37.5
2005,M,North Gaza,N,2005,SL_TLF_UEM,NUMBER,33.9
2006,M,North Gaza,N,2006,SL_TLF_UEM,NUMBER,39.7
2007,M,North Gaza,N,2007,SL_TLF_UEM,NUMBER,31.8
2008,M,North Gaza,N,2008,SL_TLF_UEM,NUMBER,40.4
2009,M,North Gaza,N,2009,SL_TLF_UEM,NUMBER,35.6
2010,M,North Gaza,N,2010,SL_TLF_UEM,NUMBER,34.7
2011,M,North Gaza,N,2011,SL_TLF_UEM,NUMBER,25.6
2012,M,North Gaza,N,2012,SL_TLF_UEM,NUMBER,29.6
2013,M,North Gaza,N,2013,SL_TLF_UEM,NUMBER,29.0
2014,M,North Gaza,N,2014,SL_TLF_UEM,NUMBER,39.6
2015,M,North Gaza,N,2015,SL_TLF_UEM,NUMBER,37.5
2016,M,North Gaza,N,2016,SL_TLF_UEM,NUMBER,37.8
2017,M,North Gaza,N,2017,SL_TLF_UEM,NUMBER,34.9
2018,M,North Gaza,N,2018,SL_TLF_UEM,NUMBER,39.4
2000,M,Gaza,N,2000,SL_TLF_UEM,NUMBER,17.1
2001,M,Gaza,N,2001,SL_TLF_UEM,NUMBER,33.7
2002,M,Gaza,N,2002,SL_TLF_UEM,NUMBER,36.6
2003,M,Gaza,N,2003,SL_TLF_UEM,NUMBER,27.3
2004,M,Gaza,N,2004,SL_TLF_UEM,NUMBER,32.9
2005,M,Gaza,N,2005,SL_TLF_UEM,NUMBER,25.5
2006,M,Gaza,N,2006,SL_TLF_UEM,NUMBER,33.2
2007,M,Gaza,N,2007,SL_TLF_UEM,NUMBER,23.7
2008,M,Gaza,N,2008,SL_TLF_UEM,NUMBER,37.2
2009,M,Gaza,N,2009,SL_TLF_UEM,NUMBER,33.6
2010,M,Gaza,N,2010,SL_TLF_UEM,NUMBER,33.5
2011,M,Gaza,N,2011,SL_TLF_UEM,NUMBER,24.3
2012,M,Gaza,N,2012,SL_TLF_UEM,NUMBER,23.7
2013,M,Gaza,N,2013,SL_TLF_UEM,NUMBER,24.7
2014,M,Gaza,N,2014,SL_TLF_UEM,NUMBER,35.4
2015,M,Gaza,N,2015,SL_TLF_UEM,NUMBER,30.9
2016,M,Gaza,N,2016,SL_TLF_UEM,NUMBER,28.0
2017,M,Gaza,N,2017,SL_TLF_UEM,NUMBER,32.2
2018,M,Gaza,N,2018,SL_TLF_UEM,NUMBER,40.5
2000,M,Dier Al-Balah,N,2000,SL_TLF_UEM,NUMBER,21.8
2001,M,Dier Al-Balah,N,2001,SL_TLF_UEM,NUMBER,34.4
2002,M,Dier Al-Balah,N,2002,SL_TLF_UEM,NUMBER,40.0
2003,M,Dier Al-Balah,N,2003,SL_TLF_UEM,NUMBER,31.1
2004,M,Dier Al-Balah,N,2004,SL_TLF_UEM,NUMBER,36.6
2005,M,Dier Al-Balah,N,2005,SL_TLF_UEM,NUMBER,33.6
2006,M,Dier Al-Balah,N,2006,SL_TLF_UEM,NUMBER,35.9
2007,M,Dier Al-Balah,N,2007,SL_TLF_UEM,NUMBER,33.6
2008,M,Dier Al-Balah,N,2008,SL_TLF_UEM,NUMBER,39.7
2009,M,Dier Al-Balah,N,2009,SL_TLF_UEM,NUMBER,32.0
2010,M,Dier Al-Balah,N,2010,SL_TLF_UEM,NUMBER,38.3
2011,M,Dier Al-Balah,N,2011,SL_TLF_UEM,NUMBER,22.3
2012,M,Dier Al-Balah,N,2012,SL_TLF_UEM,NUMBER,24.1
2013,M,Dier Al-Balah,N,2013,SL_TLF_UEM,NUMBER,23.8
2014,M,Dier Al-Balah,N,2014,SL_TLF_UEM,NUMBER,44.0
2015,M,Dier Al-Balah,N,2015,SL_TLF_UEM,NUMBER,44.2
2016,M,Dier Al-Balah,N,2016,SL_TLF_UEM,NUMBER,38.1
2017,M,Dier Al-Balah,N,2017,SL_TLF_UEM,NUMBER,43.0
2018,M,Dier Al-Balah,N,2018,SL_TLF_UEM,NUMBER,50.2
2000,M,Khan Yunis,N,2000,SL_TLF_UEM,NUMBER,21.5
2001,M,Khan Yunis,N,2001,SL_TLF_UEM,NUMBER,37.6
2002,M,Khan Yunis,N,2002,SL_TLF_UEM,NUMBER,39.6
2003,M,Khan Yunis,N,2003,SL_TLF_UEM,NUMBER,34.3
2004,M,Khan Yunis,N,2004,SL_TLF_UEM,NUMBER,39.6
2005,M,Khan Yunis,N,2005,SL_TLF_UEM,NUMBER,31.2
2006,M,Khan Yunis,N,2006,SL_TLF_UEM,NUMBER,36.2
2007,M,Khan Yunis,N,2007,SL_TLF_UEM,NUMBER,36.6
2008,M,Khan Yunis,N,2008,SL_TLF_UEM,NUMBER,48.6
2009,M,Khan Yunis,N,2009,SL_TLF_UEM,NUMBER,47.7
2010,M,Khan Yunis,N,2010,SL_TLF_UEM,NUMBER,41.3
2011,M,Khan Yunis,N,2011,SL_TLF_UEM,NUMBER,28.1
2012,M,Khan Yunis,N,2012,SL_TLF_UEM,NUMBER,29.4
2013,M,Khan Yunis,N,2013,SL_TLF_UEM,NUMBER,34.3
2014,M,Khan Yunis,N,2014,SL_TLF_UEM,NUMBER,43.8
2015,M,Khan Yunis,N,2015,SL_TLF_UEM,NUMBER,37.8
2016,M,Khan Yunis,N,2016,SL_TLF_UEM,NUMBER,39.5
2017,M,Khan Yunis,N,2017,SL_TLF_UEM,NUMBER,40.4
2018,M,Khan Yunis,N,2018,SL_TLF_UEM,NUMBER,47.1
2000,M,Rafah,N,2000,SL_TLF_UEM,NUMBER,19.4
2001,M,Rafah,N,2001,SL_TLF_UEM,NUMBER,35.2
2002,M,Rafah,N,2002,SL_TLF_UEM,NUMBER,42.7
2003,M,Rafah,N,2003,SL_TLF_UEM,NUMBER,29.1
2004,M,Rafah,N,2004,SL_TLF_UEM,NUMBER,36.2
2005,M,Rafah,N,2005,SL_TLF_UEM,NUMBER,28.8
2006,M,Rafah,N,2006,SL_TLF_UEM,NUMBER,30.3
2007,M,Rafah,N,2007,SL_TLF_UEM,NUMBER,27.7
2008,M,Rafah,N,2008,SL_TLF_UEM,NUMBER,33.9
2009,M,Rafah,N,2009,SL_TLF_UEM,NUMBER,36.8
2010,M,Rafah,N,2010,SL_TLF_UEM,NUMBER,32.4
2011,M,Rafah,N,2011,SL_TLF_UEM,NUMBER,29.3
2012,M,Rafah,N,2012,SL_TLF_UEM,NUMBER,28.3
2013,M,Rafah,N,2013,SL_TLF_UEM,NUMBER,33.2
2014,M,Rafah,N,2014,SL_TLF_UEM,NUMBER,42.1
2015,M,Rafah,N,2015,SL_TLF_UEM,NUMBER,34.5
2016,M,Rafah,N,2016,SL_TLF_UEM,NUMBER,34.4
2017,M,Rafah,N,2017,SL_TLF_UEM,NUMBER,38.3
2018,M,Rafah,N,2018,SL_TLF_UEM,NUMBER,45.7
2000,F,Jenin,N,2000,SL_TLF_UEM,NUMBER,7.2
2001,F,Jenin,N,2001,SL_TLF_UEM,NUMBER,10.1
2002,F,Jenin,N,2002,SL_TLF_UEM,NUMBER,20.1
2003,F,Jenin,N,2003,SL_TLF_UEM,NUMBER,19.1
2004,F,Jenin,N,2004,SL_TLF_UEM,NUMBER,20.4
2005,F,Jenin,N,2005,SL_TLF_UEM,NUMBER,23.2
2006,F,Jenin,N,2006,SL_TLF_UEM,NUMBER,21.3
2007,F,Jenin,N,2007,SL_TLF_UEM,NUMBER,14.1
2008,F,Jenin,N,2008,SL_TLF_UEM,NUMBER,14.6
2009,F,Jenin,N,2009,SL_TLF_UEM,NUMBER,18.9
2010,F,Jenin,N,2010,SL_TLF_UEM,NUMBER,15.0
2011,F,Jenin,N,2011,SL_TLF_UEM,NUMBER,17.2
2012,F,Jenin,N,2012,SL_TLF_UEM,NUMBER,21.2
2013,F,Jenin,N,2013,SL_TLF_UEM,NUMBER,29.7
2014,F,Jenin,N,2014,SL_TLF_UEM,NUMBER,31.2
2015,F,Jenin,N,2015,SL_TLF_UEM,NUMBER,24.2
2016,F,Jenin,N,2016,SL_TLF_UEM,NUMBER,33.5
2017,F,Jenin,N,2017,SL_TLF_UEM,NUMBER,38.0
2018,F,Jenin,N,2018,SL_TLF_UEM,NUMBER,37.4
2000,F,Tubas & Northern Valleys,N,2000,SL_TLF_UEM,NUMBER,13.4
2001,F,Tubas & Northern Valleys,N,2001,SL_TLF_UEM,NUMBER,14.6
2002,F,Tubas & Northern Valleys,N,2002,SL_TLF_UEM,NUMBER,25.3
2003,F,Tubas & Northern Valleys,N,2003,SL_TLF_UEM,NUMBER,17.8
2004,F,Tubas & Northern Valleys,N,2004,SL_TLF_UEM,NUMBER,17.2
2005,F,Tubas & Northern Valleys,N,2005,SL_TLF_UEM,NUMBER,25.4
2006,F,Tubas & Northern Valleys,N,2006,SL_TLF_UEM,NUMBER,25.9
2007,F,Tubas & Northern Valleys,N,2007,SL_TLF_UEM,NUMBER,18.8
2008,F,Tubas & Northern Valleys,N,2008,SL_TLF_UEM,NUMBER,17.5
2009,F,Tubas & Northern Valleys,N,2009,SL_TLF_UEM,NUMBER,20.0
2010,F,Tubas & Northern Valleys,N,2010,SL_TLF_UEM,NUMBER,12.6
2011,F,Tubas & Northern Valleys,N,2011,SL_TLF_UEM,NUMBER,17.0
2012,F,Tubas & Northern Valleys,N,2012,SL_TLF_UEM,NUMBER,19.9
2013,F,Tubas & Northern Valleys,N,2013,SL_TLF_UEM,NUMBER,21.2
2014,F,Tubas & Northern Valleys,N,2014,SL_TLF_UEM,NUMBER,26.6
2015,F,Tubas & Northern Valleys,N,2015,SL_TLF_UEM,NUMBER,26.1
2016,F,Tubas & Northern Valleys,N,2016,SL_TLF_UEM,NUMBER,30.8
2017,F,Tubas & Northern Valleys,N,2017,SL_TLF_UEM,NUMBER,36.0
2018,F,Tubas & Northern Valleys,N,2018,SL_TLF_UEM,NUMBER,38.7
2000,F,Tulkarm,N,2000,SL_TLF_UEM,NUMBER,13.1
2001,F,Tulkarm,N,2001,SL_TLF_UEM,NUMBER,12.9
2002,F,Tulkarm,N,2002,SL_TLF_UEM,NUMBER,14.7
2003,F,Tulkarm,N,2003,SL_TLF_UEM,NUMBER,14.4
2004,F,Tulkarm,N,2004,SL_TLF_UEM,NUMBER,19.5
2005,F,Tulkarm,N,2005,SL_TLF_UEM,NUMBER,22.6
2006,F,Tulkarm,N,2006,SL_TLF_UEM,NUMBER,22.4
2007,F,Tulkarm,N,2007,SL_TLF_UEM,NUMBER,25.5
2008,F,Tulkarm,N,2008,SL_TLF_UEM,NUMBER,33.0
2009,F,Tulkarm,N,2009,SL_TLF_UEM,NUMBER,35.7
2010,F,Tulkarm,N,2010,SL_TLF_UEM,NUMBER,31.8
2011,F,Tulkarm,N,2011,SL_TLF_UEM,NUMBER,28.5
2012,F,Tulkarm,N,2012,SL_TLF_UEM,NUMBER,34.5
2013,F,Tulkarm,N,2013,SL_TLF_UEM,NUMBER,27.7
2014,F,Tulkarm,N,2014,SL_TLF_UEM,NUMBER,21.9
2015,F,Tulkarm,N,2015,SL_TLF_UEM,NUMBER,31.4
