Year,SEX,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,_T,Salfit,N,2014,SL_TLF_UEM,NUMBER,18.2
2015,_T,Salfit,N,2015,SL_TLF_UEM,NUMBER,15.3
2016,_T,Salfit,N,2016,SL_TLF_UEM,NUMBER,15.3
2017,_T,Salfit,N,2017,SL_TLF_UEM,NUMBER,16.0
2018,_T,Salfit,N,2018,SL_TLF_UEM,NUMBER,18.9
2000,_T,Ramallah & Al-Bireh,N,2000,SL_TLF_UEM,NUMBER,9.5
2001,_T,Ramallah & Al-Bireh,N,2001,SL_TLF_UEM,NUMBER,25.8
2002,_T,Ramallah & Al-Bireh,N,2002,SL_TLF_UEM,NUMBER,25.7
2003,_T,Ramallah & Al-Bireh,N,2003,SL_TLF_UEM,NUMBER,20.3
2004,_T,Ramallah & Al-Bireh,N,2004,SL_TLF_UEM,NUMBER,19.8
2005,_T,Ramallah & Al-Bireh,N,2005,SL_TLF_UEM,NUMBER,15.6
2006,_T,Ramallah & Al-Bireh,N,2006,SL_TLF_UEM,NUMBER,16.2
2007,_T,Ramallah & Al-Bireh,N,2007,SL_TLF_UEM,NUMBER,16.0
2008,_T,Ramallah & Al-Bireh,N,2008,SL_TLF_UEM,NUMBER,17.1
2009,_T,Ramallah & Al-Bireh,N,2009,SL_TLF_UEM,NUMBER,17.1
2010,_T,Ramallah & Al-Bireh,N,2010,SL_TLF_UEM,NUMBER,15.9
2011,_T,Ramallah & Al-Bireh,N,2011,SL_TLF_UEM,NUMBER,16.2
2012,_T,Ramallah & Al-Bireh,N,2012,SL_TLF_UEM,NUMBER,17.2
2013,_T,Ramallah & Al-Bireh,N,2013,SL_TLF_UEM,NUMBER,17.2
2014,_T,Ramallah & Al-Bireh,N,2014,SL_TLF_UEM,NUMBER,14.5
2015,_T,Ramallah & Al-Bireh,N,2015,SL_TLF_UEM,NUMBER,19.6
2016,_T,Ramallah & Al-Bireh,N,2016,SL_TLF_UEM,NUMBER,16.0
2017,_T,Ramallah & Al-Bireh,N,2017,SL_TLF_UEM,NUMBER,15.9
2018,_T,Ramallah & Al-Bireh,N,2018,SL_TLF_UEM,NUMBER,15.4
2000,_T,Jericho & AL Aghwar,N,2000,SL_TLF_UEM,NUMBER,7.2
2001,_T,Jericho & AL Aghwar,N,2001,SL_TLF_UEM,NUMBER,11.1
2002,_T,Jericho & AL Aghwar,N,2002,SL_TLF_UEM,NUMBER,10.8
2003,_T,Jericho & AL Aghwar,N,2003,SL_TLF_UEM,NUMBER,9.3
2004,_T,Jericho & AL Aghwar,N,2004,SL_TLF_UEM,NUMBER,12.8
2005,_T,Jericho & AL Aghwar,N,2005,SL_TLF_UEM,NUMBER,13.1
2006,_T,Jericho & AL Aghwar,N,2006,SL_TLF_UEM,NUMBER,14.4
2007,_T,Jericho & AL Aghwar,N,2007,SL_TLF_UEM,NUMBER,9.7
2008,_T,Jericho & AL Aghwar,N,2008,SL_TLF_UEM,NUMBER,9.8
2009,_T,Jericho & AL Aghwar,N,2009,SL_TLF_UEM,NUMBER,8.0
2010,_T,Jericho & AL Aghwar,N,2010,SL_TLF_UEM,NUMBER,12.6
2011,_T,Jericho & AL Aghwar,N,2011,SL_TLF_UEM,NUMBER,13.2
2012,_T,Jericho & AL Aghwar,N,2012,SL_TLF_UEM,NUMBER,18.2
2013,_T,Jericho & AL Aghwar,N,2013,SL_TLF_UEM,NUMBER,16.4
2014,_T,Jericho & AL Aghwar,N,2014,SL_TLF_UEM,NUMBER,17.6
2015,_T,Jericho & AL Aghwar,N,2015,SL_TLF_UEM,NUMBER,14.5
2016,_T,Jericho & AL Aghwar,N,2016,SL_TLF_UEM,NUMBER,10.8
2017,_T,Jericho & AL Aghwar,N,2017,SL_TLF_UEM,NUMBER,15.5
2018,_T,Jericho & AL Aghwar,N,2018,SL_TLF_UEM,NUMBER,19.8
2000,_T,Jerusalem,N,2000,SL_TLF_UEM,NUMBER,11.7
2001,_T,Jerusalem,N,2001,SL_TLF_UEM,NUMBER,15.9
2002,_T,Jerusalem,N,2002,SL_TLF_UEM,NUMBER,28.6
2003,_T,Jerusalem,N,2003,SL_TLF_UEM,NUMBER,23.0
2004,_T,Jerusalem,N,2004,SL_TLF_UEM,NUMBER,23.7
2005,_T,Jerusalem,N,2005,SL_TLF_UEM,NUMBER,17.5
2006,_T,Jerusalem,N,2006,SL_TLF_UEM,NUMBER,13.9
2007,_T,Jerusalem,N,2007,SL_TLF_UEM,NUMBER,14.4
2008,_T,Jerusalem,N,2008,SL_TLF_UEM,NUMBER,11.7
2009,_T,Jerusalem,N,2009,SL_TLF_UEM,NUMBER,11.6
2010,_T,Jerusalem,N,2010,SL_TLF_UEM,NUMBER,12.1
2011,_T,Jerusalem,N,2011,SL_TLF_UEM,NUMBER,13.0
2012,_T,Jerusalem,N,2012,SL_TLF_UEM,NUMBER,17.6
2013,_T,Jerusalem,N,2013,SL_TLF_UEM,NUMBER,18.8
2014,_T,Jerusalem,N,2014,SL_TLF_UEM,NUMBER,18.7
2015,_T,Jerusalem,N,2015,SL_TLF_UEM,NUMBER,13.7
2016,_T,Jerusalem,N,2016,SL_TLF_UEM,NUMBER,15.3
2017,_T,Jerusalem,N,2017,SL_TLF_UEM,NUMBER,11.6
2018,_T,Jerusalem,N,2018,SL_TLF_UEM,NUMBER,11.3
2000,_T,Bethlehem,N,2000,SL_TLF_UEM,NUMBER,9.6
2001,_T,Bethlehem,N,2001,SL_TLF_UEM,NUMBER,11.2
2002,_T,Bethlehem,N,2002,SL_TLF_UEM,NUMBER,20.3
2003,_T,Bethlehem,N,2003,SL_TLF_UEM,NUMBER,18.1
2004,_T,Bethlehem,N,2004,SL_TLF_UEM,NUMBER,20.9
2005,_T,Bethlehem,N,2005,SL_TLF_UEM,NUMBER,13.4
2006,_T,Bethlehem,N,2006,SL_TLF_UEM,NUMBER,13.7
2007,_T,Bethlehem,N,2007,SL_TLF_UEM,NUMBER,17.4
2008,_T,Bethlehem,N,2008,SL_TLF_UEM,NUMBER,20.9
2009,_T,Bethlehem,N,2009,SL_TLF_UEM,NUMBER,20.2
2010,_T,Bethlehem,N,2010,SL_TLF_UEM,NUMBER,21.2
2011,_T,Bethlehem,N,2011,SL_TLF_UEM,NUMBER,19.1
2012,_T,Bethlehem,N,2012,SL_TLF_UEM,NUMBER,20.0
2013,_T,Bethlehem,N,2013,SL_TLF_UEM,NUMBER,21.2
2014,_T,Bethlehem,N,2014,SL_TLF_UEM,NUMBER,20.4
2015,_T,Bethlehem,N,2015,SL_TLF_UEM,NUMBER,13.5
2016,_T,Bethlehem,N,2016,SL_TLF_UEM,NUMBER,21.2
2017,_T,Bethlehem,N,2017,SL_TLF_UEM,NUMBER,20.5
2018,_T,Bethlehem,N,2018,SL_TLF_UEM,NUMBER,20.8
2000,_T,Hebron,N,2000,SL_TLF_UEM,NUMBER,10.5
2001,_T,Hebron,N,2001,SL_TLF_UEM,NUMBER,15.8
2002,_T,Hebron,N,2002,SL_TLF_UEM,NUMBER,26.3
2003,_T,Hebron,N,2003,SL_TLF_UEM,NUMBER,22.0
2004,_T,Hebron,N,2004,SL_TLF_UEM,NUMBER,25.1
2005,_T,Hebron,N,2005,SL_TLF_UEM,NUMBER,25.9
2006,_T,Hebron,N,2006,SL_TLF_UEM,NUMBER,23.1
2007,_T,Hebron,N,2007,SL_TLF_UEM,NUMBER,22.1
2008,_T,Hebron,N,2008,SL_TLF_UEM,NUMBER,26.5
2009,_T,Hebron,N,2009,SL_TLF_UEM,NUMBER,22.3
2010,_T,Hebron,N,2010,SL_TLF_UEM,NUMBER,21.5
2011,_T,Hebron,N,2011,SL_TLF_UEM,NUMBER,20.9
2012,_T,Hebron,N,2012,SL_TLF_UEM,NUMBER,22.2
2013,_T,Hebron,N,2013,SL_TLF_UEM,NUMBER,23.8
2014,_T,Hebron,N,2014,SL_TLF_UEM,NUMBER,20.4
2015,_T,Hebron,N,2015,SL_TLF_UEM,NUMBER,19.3
2016,_T,Hebron,N,2016,SL_TLF_UEM,NUMBER,20.9
2017,_T,Hebron,N,2017,SL_TLF_UEM,NUMBER,22.6
2018,_T,Hebron,N,2018,SL_TLF_UEM,NUMBER,19.9
2000,_T,North Gaza,N,2000,SL_TLF_UEM,NUMBER,16.3
2001,_T,North Gaza,N,2001,SL_TLF_UEM,NUMBER,34.7
2002,_T,North Gaza,N,2002,SL_TLF_UEM,NUMBER,36.9
2003,_T,North Gaza,N,2003,SL_TLF_UEM,NUMBER,27.6
2004,_T,North Gaza,N,2004,SL_TLF_UEM,NUMBER,36.6
2005,_T,North Gaza,N,2005,SL_TLF_UEM,NUMBER,33.6
2006,_T,North Gaza,N,2006,SL_TLF_UEM,NUMBER,39.0
2007,_T,North Gaza,N,2007,SL_TLF_UEM,NUMBER,31.5
2008,_T,North Gaza,N,2008,SL_TLF_UEM,NUMBER,39.7
2009,_T,North Gaza,N,2009,SL_TLF_UEM,NUMBER,36.6
2010,_T,North Gaza,N,2010,SL_TLF_UEM,NUMBER,35.6
2011,_T,North Gaza,N,2011,SL_TLF_UEM,NUMBER,28.3
2012,_T,North Gaza,N,2012,SL_TLF_UEM,NUMBER,32.5
2013,_T,North Gaza,N,2013,SL_TLF_UEM,NUMBER,32.9
2014,_T,North Gaza,N,2014,SL_TLF_UEM,NUMBER,41.9
2015,_T,North Gaza,N,2015,SL_TLF_UEM,NUMBER,41.6
2016,_T,North Gaza,N,2016,SL_TLF_UEM,NUMBER,43.6
2017,_T,North Gaza,N,2017,SL_TLF_UEM,NUMBER,43.2
2018,_T,North Gaza,N,2018,SL_TLF_UEM,NUMBER,49.1
2000,_T,Gaza,N,2000,SL_TLF_UEM,NUMBER,17.5
2001,_T,Gaza,N,2001,SL_TLF_UEM,NUMBER,32.4
2002,_T,Gaza,N,2002,SL_TLF_UEM,NUMBER,36.1
2003,_T,Gaza,N,2003,SL_TLF_UEM,NUMBER,27.7
2004,_T,Gaza,N,2004,SL_TLF_UEM,NUMBER,32.7
2005,_T,Gaza,N,2005,SL_TLF_UEM,NUMBER,26.7
2006,_T,Gaza,N,2006,SL_TLF_UEM,NUMBER,33.2
2007,_T,Gaza,N,2007,SL_TLF_UEM,NUMBER,25.1
2008,_T,Gaza,N,2008,SL_TLF_UEM,NUMBER,38.6
2009,_T,Gaza,N,2009,SL_TLF_UEM,NUMBER,34.4
2010,_T,Gaza,N,2010,SL_TLF_UEM,NUMBER,34.0
2011,_T,Gaza,N,2011,SL_TLF_UEM,NUMBER,26.3
2012,_T,Gaza,N,2012,SL_TLF_UEM,NUMBER,28.2
2013,_T,Gaza,N,2013,SL_TLF_UEM,NUMBER,30.0
2014,_T,Gaza,N,2014,SL_TLF_UEM,NUMBER,39.9
2015,_T,Gaza,N,2015,SL_TLF_UEM,NUMBER,36.4
2016,_T,Gaza,N,2016,SL_TLF_UEM,NUMBER,34.7
2017,_T,Gaza,N,2017,SL_TLF_UEM,NUMBER,39.9
2018,_T,Gaza,N,2018,SL_TLF_UEM,NUMBER,47.9
2000,_T,Dier Al-Balah,N,2000,SL_TLF_UEM,NUMBER,22.5
2001,_T,Dier Al-Balah,N,2001,SL_TLF_UEM,NUMBER,34.1
2002,_T,Dier Al-Balah,N,2002,SL_TLF_UEM,NUMBER,39.8
2003,_T,Dier Al-Balah,N,2003,SL_TLF_UEM,NUMBER,31.4
2004,_T,Dier Al-Balah,N,2004,SL_TLF_UEM,NUMBER,36.8
2005,_T,Dier Al-Balah,N,2005,SL_TLF_UEM,NUMBER,35.0
2006,_T,Dier Al-Balah,N,2006,SL_TLF_UEM,NUMBER,34.9
2007,_T,Dier Al-Balah,N,2007,SL_TLF_UEM,NUMBER,32.3
2008,_T,Dier Al-Balah,N,2008,SL_TLF_UEM,NUMBER,41.2
2009,_T,Dier Al-Balah,N,2009,SL_TLF_UEM,NUMBER,35.2
2010,_T,Dier Al-Balah,N,2010,SL_TLF_UEM,NUMBER,38.9
2011,_T,Dier Al-Balah,N,2011,SL_TLF_UEM,NUMBER,25.9
2012,_T,Dier Al-Balah,N,2012,SL_TLF_UEM,NUMBER,30.6
2013,_T,Dier Al-Balah,N,2013,SL_TLF_UEM,NUMBER,32.4
2014,_T,Dier Al-Balah,N,2014,SL_TLF_UEM,NUMBER,49.6
2015,_T,Dier Al-Balah,N,2015,SL_TLF_UEM,NUMBER,47.9
2016,_T,Dier Al-Balah,N,2016,SL_TLF_UEM,NUMBER,44.4
2017,_T,Dier Al-Balah,N,2017,SL_TLF_UEM,NUMBER,49.2
2018,_T,Dier Al-Balah,N,2018,SL_TLF_UEM,NUMBER,57.0
2000,_T,Khan Yunis,N,2000,SL_TLF_UEM,NUMBER,20.4
2001,_T,Khan Yunis,N,2001,SL_TLF_UEM,NUMBER,36.2
2002,_T,Khan Yunis,N,2002,SL_TLF_UEM,NUMBER,38.3
2003,_T,Khan Yunis,N,2003,SL_TLF_UEM,NUMBER,31.9
2004,_T,Khan Yunis,N,2004,SL_TLF_UEM,NUMBER,38.2
2005,_T,Khan Yunis,N,2005,SL_TLF_UEM,NUMBER,31.1
2006,_T,Khan Yunis,N,2006,SL_TLF_UEM,NUMBER,36.0
2007,_T,Khan Yunis,N,2007,SL_TLF_UEM,NUMBER,34.3
2008,_T,Khan Yunis,N,2008,SL_TLF_UEM,NUMBER,47.0
2009,_T,Khan Yunis,N,2009,SL_TLF_UEM,NUMBER,49.1
2010,_T,Khan Yunis,N,2010,SL_TLF_UEM,NUMBER,44.5
2011,_T,Khan Yunis,N,2011,SL_TLF_UEM,NUMBER,31.8
2012,_T,Khan Yunis,N,2012,SL_TLF_UEM,NUMBER,32.7
2013,_T,Khan Yunis,N,2013,SL_TLF_UEM,NUMBER,37.6
2014,_T,Khan Yunis,N,2014,SL_TLF_UEM,NUMBER,46.3
2015,_T,Khan Yunis,N,2015,SL_TLF_UEM,NUMBER,42.5
2016,_T,Khan Yunis,N,2016,SL_TLF_UEM,NUMBER,48.3
2017,_T,Khan Yunis,N,2017,SL_TLF_UEM,NUMBER,48.0
2018,_T,Khan Yunis,N,2018,SL_TLF_UEM,NUMBER,58.0
2000,_T,Rafah,N,2000,SL_TLF_UEM,NUMBER,19.3
2001,_T,Rafah,N,2001,SL_TLF_UEM,NUMBER,34.4
2002,_T,Rafah,N,2002,SL_TLF_UEM,NUMBER,40.9
2003,_T,Rafah,N,2003,SL_TLF_UEM,NUMBER,28.1
2004,_T,Rafah,N,2004,SL_TLF_UEM,NUMBER,35.1
2005,_T,Rafah,N,2005,SL_TLF_UEM,NUMBER,29.0
2006,_T,Rafah,N,2006,SL_TLF_UEM,NUMBER,30.1
2007,_T,Rafah,N,2007,SL_TLF_UEM,NUMBER,28.5
2008,_T,Rafah,N,2008,SL_TLF_UEM,NUMBER,35.3
2009,_T,Rafah,N,2009,SL_TLF_UEM,NUMBER,38.3
2010,_T,Rafah,N,2010,SL_TLF_UEM,NUMBER,36.5
2011,_T,Rafah,N,2011,SL_TLF_UEM,NUMBER,32.8
2012,_T,Rafah,N,2012,SL_TLF_UEM,NUMBER,32.6
2013,_T,Rafah,N,2013,SL_TLF_UEM,NUMBER,38.2
2014,_T,Rafah,N,2014,SL_TLF_UEM,NUMBER,45.3
2015,_T,Rafah,N,2015,SL_TLF_UEM,NUMBER,41.6
2016,_T,Rafah,N,2016,SL_TLF_UEM,NUMBER,43.7
2017,_T,Rafah,N,2017,SL_TLF_UEM,NUMBER,46.7
2018,_T,Rafah,N,2018,SL_TLF_UEM,NUMBER,51.6
