Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,51600
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,6136
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,11950
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,14150
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,8293
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,8920
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,18213
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,18531
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,19087
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,19659
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,20049
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,20857
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.១.១ ផ្ទៃដីសរុបនៃការបោសសម្អាតមីននិងសំណល់ជាតិផ្ទុះពីសង្គ្រាមប្រចាំឆ្នាំ,ប្រទេសកម្ពុជា,ហិកតា,2020,21482
