Year,SEX,REF_AREA,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2009,M,Tubas & Northern Valleys,2009,GF_FRN_FDI,NUMBER,
2010,M,Tubas & Northern Valleys,2010,GF_FRN_FDI,NUMBER,
2011,M,Tubas & Northern Valleys,2011,GF_FRN_FDI,NUMBER,
2012,M,Tubas & Northern Valleys,2012,GF_FRN_FDI,NUMBER,
2013,M,Tubas & Northern Valleys,2013,GF_FRN_FDI,NUMBER,
2014,M,Tubas & Northern Valleys,2014,GF_FRN_FDI,NUMBER,
2015,M,Tubas & Northern Valleys,2015,GF_FRN_FDI,NUMBER,
2016,M,Tubas & Northern Valleys,2016,GF_FRN_FDI,NUMBER,
2017,M,Tubas & Northern Valleys,2017,GF_FRN_FDI,NUMBER,
2018,M,Tubas & Northern Valleys,2018,GF_FRN_FDI,NUMBER,
2000,M,Tulkarm,2000,GF_FRN_FDI,NUMBER,640.0
2001,M,Tulkarm,2001,GF_FRN_FDI,NUMBER,
2002,M,Tulkarm,2002,GF_FRN_FDI,NUMBER,
2003,M,Tulkarm,2003,GF_FRN_FDI,NUMBER,
2004,M,Tulkarm,2004,GF_FRN_FDI,NUMBER,
2005,M,Tulkarm,2005,GF_FRN_FDI,NUMBER,
2006,M,Tulkarm,2006,GF_FRN_FDI,NUMBER,
2007,M,Tulkarm,2007,GF_FRN_FDI,NUMBER,
2008,M,Tulkarm,2008,GF_FRN_FDI,NUMBER,
2009,M,Tulkarm,2009,GF_FRN_FDI,NUMBER,
2010,M,Tulkarm,2010,GF_FRN_FDI,NUMBER,
2011,M,Tulkarm,2011,GF_FRN_FDI,NUMBER,
2012,M,Tulkarm,2012,GF_FRN_FDI,NUMBER,
2013,M,Tulkarm,2013,GF_FRN_FDI,NUMBER,
2014,M,Tulkarm,2014,GF_FRN_FDI,NUMBER,
2015,M,Tulkarm,2015,GF_FRN_FDI,NUMBER,
2016,M,Tulkarm,2016,GF_FRN_FDI,NUMBER,
2017,M,Tulkarm,2017,GF_FRN_FDI,NUMBER,
2018,M,Tulkarm,2018,GF_FRN_FDI,NUMBER,
2000,M,Nablus,2000,GF_FRN_FDI,NUMBER,657.9
2001,M,Nablus,2001,GF_FRN_FDI,NUMBER,
2002,M,Nablus,2002,GF_FRN_FDI,NUMBER,
2003,M,Nablus,2003,GF_FRN_FDI,NUMBER,
2004,M,Nablus,2004,GF_FRN_FDI,NUMBER,
2005,M,Nablus,2005,GF_FRN_FDI,NUMBER,
2006,M,Nablus,2006,GF_FRN_FDI,NUMBER,
2007,M,Nablus,2007,GF_FRN_FDI,NUMBER,
2008,M,Nablus,2008,GF_FRN_FDI,NUMBER,
2009,M,Nablus,2009,GF_FRN_FDI,NUMBER,
2010,M,Nablus,2010,GF_FRN_FDI,NUMBER,
2011,M,Nablus,2011,GF_FRN_FDI,NUMBER,
2012,M,Nablus,2012,GF_FRN_FDI,NUMBER,
2013,M,Nablus,2013,GF_FRN_FDI,NUMBER,
2014,M,Nablus,2014,GF_FRN_FDI,NUMBER,
2015,M,Nablus,2015,GF_FRN_FDI,NUMBER,
2016,M,Nablus,2016,GF_FRN_FDI,NUMBER,
2017,M,Nablus,2017,GF_FRN_FDI,NUMBER,
2018,M,Nablus,2018,GF_FRN_FDI,NUMBER,
2000,M,Qalqiliya,2000,GF_FRN_FDI,NUMBER,624.4
2001,M,Qalqiliya,2001,GF_FRN_FDI,NUMBER,
2002,M,Qalqiliya,2002,GF_FRN_FDI,NUMBER,
2003,M,Qalqiliya,2003,GF_FRN_FDI,NUMBER,
2004,M,Qalqiliya,2004,GF_FRN_FDI,NUMBER,
2005,M,Qalqiliya,2005,GF_FRN_FDI,NUMBER,
2006,M,Qalqiliya,2006,GF_FRN_FDI,NUMBER,
2007,M,Qalqiliya,2007,GF_FRN_FDI,NUMBER,
2008,M,Qalqiliya,2008,GF_FRN_FDI,NUMBER,
2009,M,Qalqiliya,2009,GF_FRN_FDI,NUMBER,
2010,M,Qalqiliya,2010,GF_FRN_FDI,NUMBER,
2011,M,Qalqiliya,2011,GF_FRN_FDI,NUMBER,
2012,M,Qalqiliya,2012,GF_FRN_FDI,NUMBER,
2013,M,Qalqiliya,2013,GF_FRN_FDI,NUMBER,
2014,M,Qalqiliya,2014,GF_FRN_FDI,NUMBER,
2015,M,Qalqiliya,2015,GF_FRN_FDI,NUMBER,
2016,M,Qalqiliya,2016,GF_FRN_FDI,NUMBER,
2017,M,Qalqiliya,2017,GF_FRN_FDI,NUMBER,
2018,M,Qalqiliya,2018,GF_FRN_FDI,NUMBER,
2000,M,Salfit,2000,GF_FRN_FDI,NUMBER,
2001,M,Salfit,2001,GF_FRN_FDI,NUMBER,
2002,M,Salfit,2002,GF_FRN_FDI,NUMBER,
2003,M,Salfit,2003,GF_FRN_FDI,NUMBER,
2004,M,Salfit,2004,GF_FRN_FDI,NUMBER,
2005,M,Salfit,2005,GF_FRN_FDI,NUMBER,
2006,M,Salfit,2006,GF_FRN_FDI,NUMBER,
2007,M,Salfit,2007,GF_FRN_FDI,NUMBER,
2008,M,Salfit,2008,GF_FRN_FDI,NUMBER,
2009,M,Salfit,2009,GF_FRN_FDI,NUMBER,
2010,M,Salfit,2010,GF_FRN_FDI,NUMBER,
2011,M,Salfit,2011,GF_FRN_FDI,NUMBER,
2012,M,Salfit,2012,GF_FRN_FDI,NUMBER,
2013,M,Salfit,2013,GF_FRN_FDI,NUMBER,
2014,M,Salfit,2014,GF_FRN_FDI,NUMBER,
2015,M,Salfit,2015,GF_FRN_FDI,NUMBER,
2016,M,Salfit,2016,GF_FRN_FDI,NUMBER,
2017,M,Salfit,2017,GF_FRN_FDI,NUMBER,
2018,M,Salfit,2018,GF_FRN_FDI,NUMBER,
2000,F,PS,2000,GF_FRN_FDI,NUMBER,215.1
2001,F,PS,2001,GF_FRN_FDI,NUMBER,
2002,F,PS,2002,GF_FRN_FDI,NUMBER,
2003,F,PS,2003,GF_FRN_FDI,NUMBER,
2004,F,PS,2004,GF_FRN_FDI,NUMBER,
2005,F,PS,2005,GF_FRN_FDI,NUMBER,
2006,F,PS,2006,GF_FRN_FDI,NUMBER,
2007,F,PS,2007,GF_FRN_FDI,NUMBER,
2008,F,PS,2008,GF_FRN_FDI,NUMBER,
2009,F,PS,2009,GF_FRN_FDI,NUMBER,
2010,F,PS,2010,GF_FRN_FDI,NUMBER,
2011,F,PS,2011,GF_FRN_FDI,NUMBER,
2012,F,PS,2012,GF_FRN_FDI,NUMBER,
2013,F,PS,2013,GF_FRN_FDI,NUMBER,
2014,F,PS,2014,GF_FRN_FDI,NUMBER,
2015,F,PS,2015,GF_FRN_FDI,NUMBER,215.1
2016,F,PS,2016,GF_FRN_FDI,NUMBER,
2017,F,PS,2017,GF_FRN_FDI,NUMBER,
2018,F,PS,2018,GF_FRN_FDI,NUMBER,
2000,F,Jenin,2000,GF_FRN_FDI,NUMBER,659.2
2001,F,Jenin,2001,GF_FRN_FDI,NUMBER,
2002,F,Jenin,2002,GF_FRN_FDI,NUMBER,
2003,F,Jenin,2003,GF_FRN_FDI,NUMBER,
2004,F,Jenin,2004,GF_FRN_FDI,NUMBER,
2005,F,Jenin,2005,GF_FRN_FDI,NUMBER,
2006,F,Jenin,2006,GF_FRN_FDI,NUMBER,
2007,F,Jenin,2007,GF_FRN_FDI,NUMBER,
2008,F,Jenin,2008,GF_FRN_FDI,NUMBER,
2009,F,Jenin,2009,GF_FRN_FDI,NUMBER,
2010,F,Jenin,2010,GF_FRN_FDI,NUMBER,
2011,F,Jenin,2011,GF_FRN_FDI,NUMBER,
2012,F,Jenin,2012,GF_FRN_FDI,NUMBER,
2013,F,Jenin,2013,GF_FRN_FDI,NUMBER,
2014,F,Jenin,2014,GF_FRN_FDI,NUMBER,
2015,F,Jenin,2015,GF_FRN_FDI,NUMBER,
2016,F,Jenin,2016,GF_FRN_FDI,NUMBER,
2017,F,Jenin,2017,GF_FRN_FDI,NUMBER,
2018,F,Jenin,2018,GF_FRN_FDI,NUMBER,
2000,F,Tubas & Northern Valleys,2000,GF_FRN_FDI,NUMBER,394.4
2001,F,Tubas & Northern Valleys,2001,GF_FRN_FDI,NUMBER,
2002,F,Tubas & Northern Valleys,2002,GF_FRN_FDI,NUMBER,
2003,F,Tubas & Northern Valleys,2003,GF_FRN_FDI,NUMBER,
2004,F,Tubas & Northern Valleys,2004,GF_FRN_FDI,NUMBER,
2005,F,Tubas & Northern Valleys,2005,GF_FRN_FDI,NUMBER,
2006,F,Tubas & Northern Valleys,2006,GF_FRN_FDI,NUMBER,
2007,F,Tubas & Northern Valleys,2007,GF_FRN_FDI,NUMBER,
2008,F,Tubas & Northern Valleys,2008,GF_FRN_FDI,NUMBER,
2009,F,Tubas & Northern Valleys,2009,GF_FRN_FDI,NUMBER,
2010,F,Tubas & Northern Valleys,2010,GF_FRN_FDI,NUMBER,
2011,F,Tubas & Northern Valleys,2011,GF_FRN_FDI,NUMBER,
2012,F,Tubas & Northern Valleys,2012,GF_FRN_FDI,NUMBER,
2013,F,Tubas & Northern Valleys,2013,GF_FRN_FDI,NUMBER,
2014,F,Tubas & Northern Valleys,2014,GF_FRN_FDI,NUMBER,
2015,F,Tubas & Northern Valleys,2015,GF_FRN_FDI,NUMBER,
2016,F,Tubas & Northern Valleys,2016,GF_FRN_FDI,NUMBER,
2017,F,Tubas & Northern Valleys,2017,GF_FRN_FDI,NUMBER,
2018,F,Tubas & Northern Valleys,2018,GF_FRN_FDI,NUMBER,
2000,F,Tulkarm,2000,GF_FRN_FDI,NUMBER,828.2
2001,F,Tulkarm,2001,GF_FRN_FDI,NUMBER,
2002,F,Tulkarm,2002,GF_FRN_FDI,NUMBER,
2003,F,Tulkarm,2003,GF_FRN_FDI,NUMBER,
2004,F,Tulkarm,2004,GF_FRN_FDI,NUMBER,
2005,F,Tulkarm,2005,GF_FRN_FDI,NUMBER,
2006,F,Tulkarm,2006,GF_FRN_FDI,NUMBER,
2007,F,Tulkarm,2007,GF_FRN_FDI,NUMBER,
2008,F,Tulkarm,2008,GF_FRN_FDI,NUMBER,
2009,F,Tulkarm,2009,GF_FRN_FDI,NUMBER,
2010,F,Tulkarm,2010,GF_FRN_FDI,NUMBER,
2011,F,Tulkarm,2011,GF_FRN_FDI,NUMBER,
2012,F,Tulkarm,2012,GF_FRN_FDI,NUMBER,
2013,F,Tulkarm,2013,GF_FRN_FDI,NUMBER,
2014,F,Tulkarm,2014,GF_FRN_FDI,NUMBER,
2015,F,Tulkarm,2015,GF_FRN_FDI,NUMBER,
2016,F,Tulkarm,2016,GF_FRN_FDI,NUMBER,
2017,F,Tulkarm,2017,GF_FRN_FDI,NUMBER,
2018,F,Tulkarm,2018,GF_FRN_FDI,NUMBER,
2000,F,Nablus,2000,GF_FRN_FDI,NUMBER,487.8
2001,F,Nablus,2001,GF_FRN_FDI,NUMBER,
2002,F,Nablus,2002,GF_FRN_FDI,NUMBER,
2003,F,Nablus,2003,GF_FRN_FDI,NUMBER,
2004,F,Nablus,2004,GF_FRN_FDI,NUMBER,
2005,F,Nablus,2005,GF_FRN_FDI,NUMBER,
2006,F,Nablus,2006,GF_FRN_FDI,NUMBER,
2007,F,Nablus,2007,GF_FRN_FDI,NUMBER,
2008,F,Nablus,2008,GF_FRN_FDI,NUMBER,
2009,F,Nablus,2009,GF_FRN_FDI,NUMBER,
2010,F,Nablus,2010,GF_FRN_FDI,NUMBER,
2011,F,Nablus,2011,GF_FRN_FDI,NUMBER,
2012,F,Nablus,2012,GF_FRN_FDI,NUMBER,
2013,F,Nablus,2013,GF_FRN_FDI,NUMBER,
2014,F,Nablus,2014,GF_FRN_FDI,NUMBER,
2015,F,Nablus,2015,GF_FRN_FDI,NUMBER,
2016,F,Nablus,2016,GF_FRN_FDI,NUMBER,
2017,F,Nablus,2017,GF_FRN_FDI,NUMBER,
2018,F,Nablus,2018,GF_FRN_FDI,NUMBER,
2000,F,Qalqiliya,2000,GF_FRN_FDI,NUMBER,575.4
2001,F,Qalqiliya,2001,GF_FRN_FDI,NUMBER,
2002,F,Qalqiliya,2002,GF_FRN_FDI,NUMBER,
2003,F,Qalqiliya,2003,GF_FRN_FDI,NUMBER,
2004,F,Qalqiliya,2004,GF_FRN_FDI,NUMBER,
2005,F,Qalqiliya,2005,GF_FRN_FDI,NUMBER,
2006,F,Qalqiliya,2006,GF_FRN_FDI,NUMBER,
2007,F,Qalqiliya,2007,GF_FRN_FDI,NUMBER,
2008,F,Qalqiliya,2008,GF_FRN_FDI,NUMBER,
2009,F,Qalqiliya,2009,GF_FRN_FDI,NUMBER,
2010,F,Qalqiliya,2010,GF_FRN_FDI,NUMBER,
2011,F,Qalqiliya,2011,GF_FRN_FDI,NUMBER,
2012,F,Qalqiliya,2012,GF_FRN_FDI,NUMBER,
2013,F,Qalqiliya,2013,GF_FRN_FDI,NUMBER,
2014,F,Qalqiliya,2014,GF_FRN_FDI,NUMBER,
2015,F,Qalqiliya,2015,GF_FRN_FDI,NUMBER,
2016,F,Qalqiliya,2016,GF_FRN_FDI,NUMBER,
2017,F,Qalqiliya,2017,GF_FRN_FDI,NUMBER,
2018,F,Qalqiliya,2018,GF_FRN_FDI,NUMBER,
2000,F,Salfit,2000,GF_FRN_FDI,NUMBER,
2001,F,Salfit,2001,GF_FRN_FDI,NUMBER,
2002,F,Salfit,2002,GF_FRN_FDI,NUMBER,
2003,F,Salfit,2003,GF_FRN_FDI,NUMBER,
2004,F,Salfit,2004,GF_FRN_FDI,NUMBER,
2005,F,Salfit,2005,GF_FRN_FDI,NUMBER,
2006,F,Salfit,2006,GF_FRN_FDI,NUMBER,
2007,F,Salfit,2007,GF_FRN_FDI,NUMBER,
2008,F,Salfit,2008,GF_FRN_FDI,NUMBER,
2009,F,Salfit,2009,GF_FRN_FDI,NUMBER,
2010,F,Salfit,2010,GF_FRN_FDI,NUMBER,
2011,F,Salfit,2011,GF_FRN_FDI,NUMBER,
2012,F,Salfit,2012,GF_FRN_FDI,NUMBER,
2013,F,Salfit,2013,GF_FRN_FDI,NUMBER,
2014,F,Salfit,2014,GF_FRN_FDI,NUMBER,
2015,F,Salfit,2015,GF_FRN_FDI,NUMBER,
2016,F,Salfit,2016,GF_FRN_FDI,NUMBER,
2017,F,Salfit,2017,GF_FRN_FDI,NUMBER,
2018,F,Salfit,2018,GF_FRN_FDI,NUMBER,
2000,_T,PS,2000,GF_FRN_FDI,NUMBER,62.0
2001,_T,PS,2001,GF_FRN_FDI,NUMBER,19.2
2002,_T,PS,2002,GF_FRN_FDI,NUMBER,9.4
2003,_T,PS,2003,GF_FRN_FDI,NUMBER,18.0
2004,_T,PS,2004,GF_FRN_FDI,NUMBER,48.9
2005,_T,PS,2005,GF_FRN_FDI,NUMBER,46.5
2006,_T,PS,2006,GF_FRN_FDI,NUMBER,18.6
2007,_T,PS,2007,GF_FRN_FDI,NUMBER,28.3
2008,_T,PS,2008,GF_FRN_FDI,NUMBER,51.5
2009,_T,PS,2009,GF_FRN_FDI,NUMBER,300.5
2010,_T,PS,2010,GF_FRN_FDI,NUMBER,828.2
2011,_T,PS,2011,GF_FRN_FDI,NUMBER,640.0
2012,_T,PS,2012,GF_FRN_FDI,NUMBER,58.4
2013,_T,PS,2013,GF_FRN_FDI,NUMBER,175.7
2014,_T,PS,2014,GF_FRN_FDI,NUMBER,657.9
2015,_T,PS,2015,GF_FRN_FDI,NUMBER,434.8
2016,_T,PS,2016,GF_FRN_FDI,NUMBER,296.7
2017,_T,PS,2017,GF_FRN_FDI,NUMBER,203.2
2018,_T,PS,2018,GF_FRN_FDI,NUMBER,449.2
2000,_T,Jenin,2000,GF_FRN_FDI,NUMBER,288.7
2001,_T,Jenin,2001,GF_FRN_FDI,NUMBER,
2002,_T,Jenin,2002,GF_FRN_FDI,NUMBER,
2003,_T,Jenin,2003,GF_FRN_FDI,NUMBER,
2004,_T,Jenin,2004,GF_FRN_FDI,NUMBER,
2005,_T,Jenin,2005,GF_FRN_FDI,NUMBER,
2006,_T,Jenin,2006,GF_FRN_FDI,NUMBER,
2007,_T,Jenin,2007,GF_FRN_FDI,NUMBER,
2008,_T,Jenin,2008,GF_FRN_FDI,NUMBER,
2009,_T,Jenin,2009,GF_FRN_FDI,NUMBER,
2010,_T,Jenin,2010,GF_FRN_FDI,NUMBER,
2011,_T,Jenin,2011,GF_FRN_FDI,NUMBER,
2012,_T,Jenin,2012,GF_FRN_FDI,NUMBER,
2013,_T,Jenin,2013,GF_FRN_FDI,NUMBER,
2014,_T,Jenin,2014,GF_FRN_FDI,NUMBER,
2015,_T,Jenin,2015,GF_FRN_FDI,NUMBER,
2016,_T,Jenin,2016,GF_FRN_FDI,NUMBER,
2017,_T,Jenin,2017,GF_FRN_FDI,NUMBER,
2018,_T,Jenin,2018,GF_FRN_FDI,NUMBER,
2000,_T,Tubas & Northern Valleys,2000,GF_FRN_FDI,NUMBER,271.8
2001,_T,Tubas & Northern Valleys,2001,GF_FRN_FDI,NUMBER,
2002,_T,Tubas & Northern Valleys,2002,GF_FRN_FDI,NUMBER,
2003,_T,Tubas & Northern Valleys,2003,GF_FRN_FDI,NUMBER,
2004,_T,Tubas & Northern Valleys,2004,GF_FRN_FDI,NUMBER,
2005,_T,Tubas & Northern Valleys,2005,GF_FRN_FDI,NUMBER,
2006,_T,Tubas & Northern Valleys,2006,GF_FRN_FDI,NUMBER,
2007,_T,Tubas & Northern Valleys,2007,GF_FRN_FDI,NUMBER,
2008,_T,Tubas & Northern Valleys,2008,GF_FRN_FDI,NUMBER,
2009,_T,Tubas & Northern Valleys,2009,GF_FRN_FDI,NUMBER,
2010,_T,Tubas & Northern Valleys,2010,GF_FRN_FDI,NUMBER,
2011,_T,Tubas & Northern Valleys,2011,GF_FRN_FDI,NUMBER,
2012,_T,Tubas & Northern Valleys,2012,GF_FRN_FDI,NUMBER,
2013,_T,Tubas & Northern Valleys,2013,GF_FRN_FDI,NUMBER,
2014,_T,Tubas & Northern Valleys,2014,GF_FRN_FDI,NUMBER,
2015,_T,Tubas & Northern Valleys,2015,GF_FRN_FDI,NUMBER,
2016,_T,Tubas & Northern Valleys,2016,GF_FRN_FDI,NUMBER,
2017,_T,Tubas & Northern Valleys,2017,GF_FRN_FDI,NUMBER,
2018,_T,Tubas & Northern Valleys,2018,GF_FRN_FDI,NUMBER,
2000,_T,Tulkarm,2000,GF_FRN_FDI,NUMBER,713.0
2001,_T,Tulkarm,2001,GF_FRN_FDI,NUMBER,
2002,_T,Tulkarm,2002,GF_FRN_FDI,NUMBER,
2003,_T,Tulkarm,2003,GF_FRN_FDI,NUMBER,
2004,_T,Tulkarm,2004,GF_FRN_FDI,NUMBER,
2005,_T,Tulkarm,2005,GF_FRN_FDI,NUMBER,
2006,_T,Tulkarm,2006,GF_FRN_FDI,NUMBER,
2007,_T,Tulkarm,2007,GF_FRN_FDI,NUMBER,
2008,_T,Tulkarm,2008,GF_FRN_FDI,NUMBER,
2009,_T,Tulkarm,2009,GF_FRN_FDI,NUMBER,
2010,_T,Tulkarm,2010,GF_FRN_FDI,NUMBER,
2011,_T,Tulkarm,2011,GF_FRN_FDI,NUMBER,
2012,_T,Tulkarm,2012,GF_FRN_FDI,NUMBER,
2013,_T,Tulkarm,2013,GF_FRN_FDI,NUMBER,
2014,_T,Tulkarm,2014,GF_FRN_FDI,NUMBER,
2015,_T,Tulkarm,2015,GF_FRN_FDI,NUMBER,
2016,_T,Tulkarm,2016,GF_FRN_FDI,NUMBER,
2017,_T,Tulkarm,2017,GF_FRN_FDI,NUMBER,
2018,_T,Tulkarm,2018,GF_FRN_FDI,NUMBER,
2000,_T,Nablus,2000,GF_FRN_FDI,NUMBER,588.2
2001,_T,Nablus,2001,GF_FRN_FDI,NUMBER,
2002,_T,Nablus,2002,GF_FRN_FDI,NUMBER,
2003,_T,Nablus,2003,GF_FRN_FDI,NUMBER,
2004,_T,Nablus,2004,GF_FRN_FDI,NUMBER,
2005,_T,Nablus,2005,GF_FRN_FDI,NUMBER,
2006,_T,Nablus,2006,GF_FRN_FDI,NUMBER,
2007,_T,Nablus,2007,GF_FRN_FDI,NUMBER,
2008,_T,Nablus,2008,GF_FRN_FDI,NUMBER,
2009,_T,Nablus,2009,GF_FRN_FDI,NUMBER,
2010,_T,Nablus,2010,GF_FRN_FDI,NUMBER,
2011,_T,Nablus,2011,GF_FRN_FDI,NUMBER,
2012,_T,Nablus,2012,GF_FRN_FDI,NUMBER,
2013,_T,Nablus,2013,GF_FRN_FDI,NUMBER,
2014,_T,Nablus,2014,GF_FRN_FDI,NUMBER,
2015,_T,Nablus,2015,GF_FRN_FDI,NUMBER,
2016,_T,Nablus,2016,GF_FRN_FDI,NUMBER,
2017,_T,Nablus,2017,GF_FRN_FDI,NUMBER,
2018,_T,Nablus,2018,GF_FRN_FDI,NUMBER,
2000,_T,Qalqiliya,2000,GF_FRN_FDI,NUMBER,434.8
2001,_T,Qalqiliya,2001,GF_FRN_FDI,NUMBER,
2002,_T,Qalqiliya,2002,GF_FRN_FDI,NUMBER,
2003,_T,Qalqiliya,2003,GF_FRN_FDI,NUMBER,
2004,_T,Qalqiliya,2004,GF_FRN_FDI,NUMBER,
2005,_T,Qalqiliya,2005,GF_FRN_FDI,NUMBER,
2006,_T,Qalqiliya,2006,GF_FRN_FDI,NUMBER,
2007,_T,Qalqiliya,2007,GF_FRN_FDI,NUMBER,
2008,_T,Qalqiliya,2008,GF_FRN_FDI,NUMBER,
2009,_T,Qalqiliya,2009,GF_FRN_FDI,NUMBER,
2010,_T,Qalqiliya,2010,GF_FRN_FDI,NUMBER,
2011,_T,Qalqiliya,2011,GF_FRN_FDI,NUMBER,
2012,_T,Qalqiliya,2012,GF_FRN_FDI,NUMBER,
2013,_T,Qalqiliya,2013,GF_FRN_FDI,NUMBER,
2014,_T,Qalqiliya,2014,GF_FRN_FDI,NUMBER,
2015,_T,Qalqiliya,2015,GF_FRN_FDI,NUMBER,
2016,_T,Qalqiliya,2016,GF_FRN_FDI,NUMBER,
2017,_T,Qalqiliya,2017,GF_FRN_FDI,NUMBER,
2018,_T,Qalqiliya,2018,GF_FRN_FDI,NUMBER,
2000,_T,Salfit,2000,GF_FRN_FDI,NUMBER,449.2
2001,_T,Salfit,2001,GF_FRN_FDI,NUMBER,
2002,_T,Salfit,2002,GF_FRN_FDI,NUMBER,
2003,_T,Salfit,2003,GF_FRN_FDI,NUMBER,
2004,_T,Salfit,2004,GF_FRN_FDI,NUMBER,
2005,_T,Salfit,2005,GF_FRN_FDI,NUMBER,
2006,_T,Salfit,2006,GF_FRN_FDI,NUMBER,
2007,_T,Salfit,2007,GF_FRN_FDI,NUMBER,
2008,_T,Salfit,2008,GF_FRN_FDI,NUMBER,
2009,_T,Salfit,2009,GF_FRN_FDI,NUMBER,
2010,_T,Salfit,2010,GF_FRN_FDI,NUMBER,
2011,_T,Salfit,2011,GF_FRN_FDI,NUMBER,
2012,_T,Salfit,2012,GF_FRN_FDI,NUMBER,
2013,_T,Salfit,2013,GF_FRN_FDI,NUMBER,
2014,_T,Salfit,2014,GF_FRN_FDI,NUMBER,
2015,_T,Salfit,2015,GF_FRN_FDI,NUMBER,
2016,_T,Salfit,2016,GF_FRN_FDI,NUMBER,
2017,_T,Salfit,2017,GF_FRN_FDI,NUMBER,
2018,_T,Salfit,2018,GF_FRN_FDI,NUMBER,
