Year,SEX,REF_AREA,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2002,F,West Bank,2002,VC_PRS_UNSNT,,
2003,F,West Bank,2003,VC_PRS_UNSNT,,
2004,F,West Bank,2004,VC_PRS_UNSNT,,
2005,F,West Bank,2005,VC_PRS_UNSNT,,
2006,F,West Bank,2006,VC_PRS_UNSNT,,
2007,F,West Bank,2007,VC_PRS_UNSNT,,54.5
2008,F,West Bank,2008,VC_PRS_UNSNT,,96.4
2009,F,West Bank,2009,VC_PRS_UNSNT,,89.4
2010,F,West Bank,2010,VC_PRS_UNSNT,,86.3
2011,F,West Bank,2011,VC_PRS_UNSNT,,80.3
2012,F,West Bank,2012,VC_PRS_UNSNT,,65.8
2013,F,West Bank,2013,VC_PRS_UNSNT,,62.9
2014,F,West Bank,2014,VC_PRS_UNSNT,,67.8
2015,F,West Bank,2015,VC_PRS_UNSNT,,65.9
2016,F,West Bank,2016,VC_PRS_UNSNT,,59.7
2017,F,West Bank,2017,VC_PRS_UNSNT,,64.4
2018,F,West Bank,2018,VC_PRS_UNSNT,,63.2
2019,F,West Bank,2019,VC_PRS_UNSNT,,49.7
2000,F,Gaza Strip,2000,VC_PRS_UNSNT,,
2001,F,Gaza Strip,2001,VC_PRS_UNSNT,,
2002,F,Gaza Strip,2002,VC_PRS_UNSNT,,
2003,F,Gaza Strip,2003,VC_PRS_UNSNT,,
2004,F,Gaza Strip,2004,VC_PRS_UNSNT,,
2005,F,Gaza Strip,2005,VC_PRS_UNSNT,,
2006,F,Gaza Strip,2006,VC_PRS_UNSNT,,
2007,F,Gaza Strip,2007,VC_PRS_UNSNT,,
2008,F,Gaza Strip,2008,VC_PRS_UNSNT,,
2009,F,Gaza Strip,2009,VC_PRS_UNSNT,,
2010,F,Gaza Strip,2010,VC_PRS_UNSNT,,
2011,F,Gaza Strip,2011,VC_PRS_UNSNT,,
2012,F,Gaza Strip,2012,VC_PRS_UNSNT,,
2013,F,Gaza Strip,2013,VC_PRS_UNSNT,,
2014,F,Gaza Strip,2014,VC_PRS_UNSNT,,
2015,F,Gaza Strip,2015,VC_PRS_UNSNT,,
2016,F,Gaza Strip,2016,VC_PRS_UNSNT,,
2017,F,Gaza Strip,2017,VC_PRS_UNSNT,,
2018,F,Gaza Strip,2018,VC_PRS_UNSNT,,
2019,F,Gaza Strip,2019,VC_PRS_UNSNT,,
2000,F,PS,2000,VC_PRS_UNSNT,,
2001,F,PS,2001,VC_PRS_UNSNT,,
2002,F,PS,2002,VC_PRS_UNSNT,,
2003,F,PS,2003,VC_PRS_UNSNT,,
2004,F,PS,2004,VC_PRS_UNSNT,,
2005,F,PS,2005,VC_PRS_UNSNT,,96.6
2006,F,PS,2006,VC_PRS_UNSNT,,60.6
2007,F,PS,2007,VC_PRS_UNSNT,,54.5
2008,F,PS,2008,VC_PRS_UNSNT,,96.4
2009,F,PS,2009,VC_PRS_UNSNT,,89.4
2010,F,PS,2010,VC_PRS_UNSNT,,86.3
2011,F,PS,2011,VC_PRS_UNSNT,,80.3
2012,F,PS,2012,VC_PRS_UNSNT,,65.8
2013,F,PS,2013,VC_PRS_UNSNT,,62.9
2014,F,PS,2014,VC_PRS_UNSNT,,67.8
2015,F,PS,2015,VC_PRS_UNSNT,,65.9
2016,F,PS,2016,VC_PRS_UNSNT,,59.7
2017,F,PS,2017,VC_PRS_UNSNT,,64.4
2018,F,PS,2018,VC_PRS_UNSNT,,
2019,F,PS,2019,VC_PRS_UNSNT,,
2000,_T,West Bank,2000,VC_PRS_UNSNT,,80.7
2001,_T,West Bank,2001,VC_PRS_UNSNT,,81.3
2002,_T,West Bank,2002,VC_PRS_UNSNT,,83.2
2003,_T,West Bank,2003,VC_PRS_UNSNT,,79.8
2004,_T,West Bank,2004,VC_PRS_UNSNT,,75.7
2005,_T,West Bank,2005,VC_PRS_UNSNT,,83.7
2006,_T,West Bank,2006,VC_PRS_UNSNT,,79.0
2007,_T,West Bank,2007,VC_PRS_UNSNT,,79.4
2008,_T,West Bank,2008,VC_PRS_UNSNT,,76.8
2009,_T,West Bank,2009,VC_PRS_UNSNT,,68.7
2010,_T,West Bank,2010,VC_PRS_UNSNT,,62.4
2011,_T,West Bank,2011,VC_PRS_UNSNT,,57.1
2012,_T,West Bank,2012,VC_PRS_UNSNT,,53.2
2013,_T,West Bank,2013,VC_PRS_UNSNT,,53.2
2014,_T,West Bank,2014,VC_PRS_UNSNT,,54.9
2015,_T,West Bank,2015,VC_PRS_UNSNT,,55.1
2016,_T,West Bank,2016,VC_PRS_UNSNT,,54.1
2017,_T,West Bank,2017,VC_PRS_UNSNT,,52.3
2018,_T,West Bank,2018,VC_PRS_UNSNT,,56.1
2019,_T,West Bank,2019,VC_PRS_UNSNT,,54.5
2000,_T,Gaza Strip,2000,VC_PRS_UNSNT,,66.5
2001,_T,Gaza Strip,2001,VC_PRS_UNSNT,,68.1
2002,_T,Gaza Strip,2002,VC_PRS_UNSNT,,72.9
2003,_T,Gaza Strip,2003,VC_PRS_UNSNT,,68.9
2004,_T,Gaza Strip,2004,VC_PRS_UNSNT,,70.3
2005,_T,Gaza Strip,2005,VC_PRS_UNSNT,,74.8
2006,_T,Gaza Strip,2006,VC_PRS_UNSNT,,78.4
2007,_T,Gaza Strip,2007,VC_PRS_UNSNT,,
2008,_T,Gaza Strip,2008,VC_PRS_UNSNT,,
2009,_T,Gaza Strip,2009,VC_PRS_UNSNT,,
2010,_T,Gaza Strip,2010,VC_PRS_UNSNT,,
2011,_T,Gaza Strip,2011,VC_PRS_UNSNT,,
2012,_T,Gaza Strip,2012,VC_PRS_UNSNT,,
2013,_T,Gaza Strip,2013,VC_PRS_UNSNT,,
2014,_T,Gaza Strip,2014,VC_PRS_UNSNT,,
2015,_T,Gaza Strip,2015,VC_PRS_UNSNT,,
2016,_T,Gaza Strip,2016,VC_PRS_UNSNT,,
2017,_T,Gaza Strip,2017,VC_PRS_UNSNT,,
2018,_T,Gaza Strip,2018,VC_PRS_UNSNT,,
2019,_T,Gaza Strip,2019,VC_PRS_UNSNT,,
2000,_T,PS,2000,VC_PRS_UNSNT,,76.2
2001,_T,PS,2001,VC_PRS_UNSNT,,75.9
2002,_T,PS,2002,VC_PRS_UNSNT,,77.0
2003,_T,PS,2003,VC_PRS_UNSNT,,72.8
2004,_T,PS,2004,VC_PRS_UNSNT,,72.3
2005,_T,PS,2005,VC_PRS_UNSNT,,80.6
2006,_T,PS,2006,VC_PRS_UNSNT,,78.8
2007,_T,PS,2007,VC_PRS_UNSNT,,
2008,_T,PS,2008,VC_PRS_UNSNT,,
2009,_T,PS,2009,VC_PRS_UNSNT,,
2010,_T,PS,2010,VC_PRS_UNSNT,,
2011,_T,PS,2011,VC_PRS_UNSNT,,
2012,_T,PS,2012,VC_PRS_UNSNT,,
2013,_T,PS,2013,VC_PRS_UNSNT,,
2014,_T,PS,2014,VC_PRS_UNSNT,,
2015,_T,PS,2015,VC_PRS_UNSNT,,
2016,_T,PS,2016,VC_PRS_UNSNT,,
2017,_T,PS,2017,VC_PRS_UNSNT,,
2018,_T,PS,2018,VC_PRS_UNSNT,,
2019,_T,PS,2019,VC_PRS_UNSNT,,
