Year,SEX,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2018,F,West Bank,N,2018,IC_GEN_MGTL,PT,
2019,F,West Bank,N,2019,IC_GEN_MGTL,PT,
2000,F,Gaza Strip,N,2000,IC_GEN_MGTL,PT,
2001,F,Gaza Strip,N,2001,IC_GEN_MGTL,PT,
2002,F,Gaza Strip,N,2002,IC_GEN_MGTL,PT,
2003,F,Gaza Strip,N,2003,IC_GEN_MGTL,PT,
2004,F,Gaza Strip,N,2004,IC_GEN_MGTL,PT,
2005,F,Gaza Strip,N,2005,IC_GEN_MGTL,PT,
2006,F,Gaza Strip,N,2006,IC_GEN_MGTL,PT,
2007,F,Gaza Strip,N,2007,IC_GEN_MGTL,PT,
2008,F,Gaza Strip,N,2008,IC_GEN_MGTL,PT,
2009,F,Gaza Strip,N,2009,IC_GEN_MGTL,PT,
2010,F,Gaza Strip,N,2010,IC_GEN_MGTL,PT,
2011,F,Gaza Strip,N,2011,IC_GEN_MGTL,PT,
2012,F,Gaza Strip,N,2012,IC_GEN_MGTL,PT,
2013,F,Gaza Strip,N,2013,IC_GEN_MGTL,PT,
2014,F,Gaza Strip,N,2014,IC_GEN_MGTL,PT,
2015,F,Gaza Strip,N,2015,IC_GEN_MGTL,PT,
2016,F,Gaza Strip,N,2016,IC_GEN_MGTL,PT,
2017,F,Gaza Strip,N,2017,IC_GEN_MGTL,PT,
2018,F,Gaza Strip,N,2018,IC_GEN_MGTL,PT,
2019,F,Gaza Strip,N,2019,IC_GEN_MGTL,PT,
2000,F,PS,N,2000,IC_GEN_MGTL,PT,23.1
2001,F,PS,N,2001,IC_GEN_MGTL,PT,23.0
2002,F,PS,N,2002,IC_GEN_MGTL,PT,19.7
2003,F,PS,N,2003,IC_GEN_MGTL,PT,23.7
2004,F,PS,N,2004,IC_GEN_MGTL,PT,20.1
2005,F,PS,N,2005,IC_GEN_MGTL,PT,22.0
2006,F,PS,N,2006,IC_GEN_MGTL,PT,21.1
2007,F,PS,N,2007,IC_GEN_MGTL,PT,18.4
2008,F,PS,N,2008,IC_GEN_MGTL,PT,19.0
2009,F,PS,N,2009,IC_GEN_MGTL,PT,23.0
2010,F,PS,N,2010,IC_GEN_MGTL,PT,21.7
2011,F,PS,N,2011,IC_GEN_MGTL,PT,22.8
2012,F,PS,N,2012,IC_GEN_MGTL,PT,15.4
2013,F,PS,N,2013,IC_GEN_MGTL,PT,16.2
2014,F,PS,N,2014,IC_GEN_MGTL,PT,16.6
2015,F,PS,N,2015,IC_GEN_MGTL,PT,16.3
2016,F,PS,N,2016,IC_GEN_MGTL,PT,19.4
2017,F,PS,N,2017,IC_GEN_MGTL,PT,15.7
2018,F,PS,N,2018,IC_GEN_MGTL,PT,17.4
2019,F,PS,N,2019,IC_GEN_MGTL,PT,20.2
2000,_T,West Bank,N,2000,IC_GEN_MGTL,PT,25.9
2001,_T,West Bank,N,2001,IC_GEN_MGTL,PT,25.4
2002,_T,West Bank,N,2002,IC_GEN_MGTL,PT,20.5
2003,_T,West Bank,N,2003,IC_GEN_MGTL,PT,25.0
2004,_T,West Bank,N,2004,IC_GEN_MGTL,PT,22.9
2005,_T,West Bank,N,2005,IC_GEN_MGTL,PT,25.1
2006,_T,West Bank,N,2006,IC_GEN_MGTL,PT,24.0
2007,_T,West Bank,N,2007,IC_GEN_MGTL,PT,23.4
2008,_T,West Bank,N,2008,IC_GEN_MGTL,PT,20.6
2009,_T,West Bank,N,2009,IC_GEN_MGTL,PT,25.6
2010,_T,West Bank,N,2010,IC_GEN_MGTL,PT,26.7
2011,_T,West Bank,N,2011,IC_GEN_MGTL,PT,27.5
2012,_T,West Bank,N,2012,IC_GEN_MGTL,PT,13.2
2013,_T,West Bank,N,2013,IC_GEN_MGTL,PT,14.7
2014,_T,West Bank,N,2014,IC_GEN_MGTL,PT,16.2
2015,_T,West Bank,N,2015,IC_GEN_MGTL,PT,14.5
2016,_T,West Bank,N,2016,IC_GEN_MGTL,PT,19.2
2017,_T,West Bank,N,2017,IC_GEN_MGTL,PT,14.6
2018,_T,West Bank,N,2018,IC_GEN_MGTL,PT,14.6
2019,_T,West Bank,N,2019,IC_GEN_MGTL,PT,16.6
2000,_T,Gaza Strip,N,2000,IC_GEN_MGTL,PT,15.0
2001,_T,Gaza Strip,N,2001,IC_GEN_MGTL,PT,13.7
2002,_T,Gaza Strip,N,2002,IC_GEN_MGTL,PT,17.1
2003,_T,Gaza Strip,N,2003,IC_GEN_MGTL,PT,19.6
2004,_T,Gaza Strip,N,2004,IC_GEN_MGTL,PT,12.6
2005,_T,Gaza Strip,N,2005,IC_GEN_MGTL,PT,15.9
2006,_T,Gaza Strip,N,2006,IC_GEN_MGTL,PT,8.0
2007,_T,Gaza Strip,N,2007,IC_GEN_MGTL,PT,10.5
2008,_T,Gaza Strip,N,2008,IC_GEN_MGTL,PT,14.7
2009,_T,Gaza Strip,N,2009,IC_GEN_MGTL,PT,17.5
2010,_T,Gaza Strip,N,2010,IC_GEN_MGTL,PT,8.8
2011,_T,Gaza Strip,N,2011,IC_GEN_MGTL,PT,14.2
2012,_T,Gaza Strip,N,2012,IC_GEN_MGTL,PT,27.5
2013,_T,Gaza Strip,N,2013,IC_GEN_MGTL,PT,21.4
2014,_T,Gaza Strip,N,2014,IC_GEN_MGTL,PT,18.2
2015,_T,Gaza Strip,N,2015,IC_GEN_MGTL,PT,22.4
2016,_T,Gaza Strip,N,2016,IC_GEN_MGTL,PT,20.3
2017,_T,Gaza Strip,N,2017,IC_GEN_MGTL,PT,19.6
2018,_T,Gaza Strip,N,2018,IC_GEN_MGTL,PT,30.8
2019,_T,Gaza Strip,N,2019,IC_GEN_MGTL,PT,38.9
2000,_T,PS,N,2000,IC_GEN_MGTL,PT,23.1
2001,_T,PS,N,2001,IC_GEN_MGTL,PT,23.0
2002,_T,PS,N,2002,IC_GEN_MGTL,PT,19.7
2003,_T,PS,N,2003,IC_GEN_MGTL,PT,23.7
2004,_T,PS,N,2004,IC_GEN_MGTL,PT,20.1
2005,_T,PS,N,2005,IC_GEN_MGTL,PT,22.0
2006,_T,PS,N,2006,IC_GEN_MGTL,PT,21.1
2007,_T,PS,N,2007,IC_GEN_MGTL,PT,18.4
2008,_T,PS,N,2008,IC_GEN_MGTL,PT,19.0
2009,_T,PS,N,2009,IC_GEN_MGTL,PT,23.0
2010,_T,PS,N,2010,IC_GEN_MGTL,PT,21.7
2011,_T,PS,N,2011,IC_GEN_MGTL,PT,22.8
2012,_T,PS,N,2012,IC_GEN_MGTL,PT,15.4
2013,_T,PS,N,2013,IC_GEN_MGTL,PT,16.2
2014,_T,PS,N,2014,IC_GEN_MGTL,PT,16.6
2015,_T,PS,N,2015,IC_GEN_MGTL,PT,16.3
2016,_T,PS,N,2016,IC_GEN_MGTL,PT,19.4
2017,_T,PS,N,2017,IC_GEN_MGTL,PT,15.7
2018,_T,PS,N,2018,IC_GEN_MGTL,PT,17.4
2019,_T,PS,N,2019,IC_GEN_MGTL,PT,20.2
